CODVIA,NOMVIA,NUMERO,NOM_ACTIVITAT,TIPUS,CATEGORIA,LAT,LNG,WEBSITE,TELEFON,HORARI,FONT,BARRI,DISTRICTE,ADRECA,CCAE
,c. de Sant Pau,159,CENTRE PODOLOLOGIC,activitat_econòmica,Altres activitats sanitàries,41.5468,2.10132,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 159 Bxs",Altres activitats sanitàries
,ctra. de Barcelona,109,CENTRO SOFA,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.5454,2.10755,,,,sabadellempresa.cat,EL CENTRE,1,"ctra. de Barcelona, 109 Bxs","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,c. de Gràcia,102,CHAI,activitat_econòmica,Restaurants i establiments de menjars,41.5418,2.11147,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 102 Bxs 1a",Restaurants i establiments de menjars
,c. de Sant Josep,31,CINDRI SERVEIS SL,activitat_econòmica,Serveis tècnics d'arquitectura,41.5482,2.10884,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Josep, 31 Bxs",Serveis tècnics d'arquitectura
,c. de Sant Joan,37,CITY TIMES,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5471,2.10855,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 37 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Sant Antoni,30,CITY VIATGES,activitat_econòmica,Activitats de les agències de viatges,41.5442,2.1009,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 30 Bxs",Activitats de les agències de viatges
,c. d' Arimon,2,CIXA CONS DES PROY ING DIS E INNOV SLU,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5472,2.10276,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Arimon, 2D 5è 1a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Duran i Sors,4,CLAREL,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.5477,2.09671,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Duran i Sors, 4 Bxs A",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
,c. de Jovellanos,93,CLARENCE HOUSE SCHOOL OF ENGLISH,activitat_econòmica,Altres activitats d'educació ncaa,41.5439,2.11971,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 93 Bxs 2a",Altres activitats d'educació ncaa
,c. de Sant Pau,2,CLINICA DENTAL BORRELL,activitat_econòmica,Activitats odontològiques,41.5475,2.11274,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 2 1r 2a",Activitats odontològiques
,rda. de Zamenhof,149,CLINICA DENTAL DR. J. ESPINOZA,activitat_econòmica,Activitats odontològiques,41.5422,2.11884,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 149 1r 1a",Activitats odontològiques
,c. del Sol,35,CLINICA DENTAL SALES,activitat_econòmica,Activitats odontològiques,41.5463,2.10622,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 35 Bxs 2a",Activitats odontològiques
,pg. de la Plaça Major,21,CLINICA ODONTOLOGICA SERRA RISTOL,activitat_econòmica,Activitats odontològiques,41.5459,2.10884,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de la Plaça Major, 21 3r 1a",Activitats odontològiques
,c. de Sant Pau,7,CLINICA PODOLOGICA,activitat_econòmica,Activitats de medicina especialitzada,41.547,2.10568,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Pau, 7 2n 1a",Activitats de medicina especialitzada
,c. de l' Església,7,CLINICA SANT FELIX,activitat_econòmica,Activitats odontològiques,41.5416,2.10522,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Església, 7 1r A",Activitats odontològiques
,c. de Colom,53,CLINICA VETERINARIA DEL CENTRE,activitat_econòmica,Activitats veterinàries,41.5485,2.10366,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Colom, 53 Bxs 1a",Activitats veterinàries
,c. dels Montcada,10,CLUB NATACIO SABADELL - PARQUING,activitat_econòmica,Activitats afins al transport terrestre,41.5431,2.10949,,,,sabadellempresa.cat,COVADONGA,1,"c. dels Montcada, 10 Bxs",Activitats afins al transport terrestre
,c. de l' Escola Industrial,22,CM CONDUCTORS SBD,activitat_econòmica,Activitats de fotografia,41.551,2.11211,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Industrial, 22 Bxs",Activitats de fotografia
,c. de Sant Joan,40,COCO,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5439,2.10214,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Joan, 40 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,c. de Gràcia,106,CODELEARN,activitat_econòmica,Altres activitats d'educació ncaa,41.5437,2.10321,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 106 Bxs 1a",Altres activitats d'educació ncaa
,c. de les Valls,39,CODIGO DE BARRA QUE CAFE,activitat_econòmica,Establiments de begudes,41.5437,2.10319,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 39 Bxs",Establiments de begudes
,pl. de Marquilles,3,CODINA & ASSOC SL,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5465,2.10971,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Marquilles, 3 Bxs","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,c. de Lacy,17,COL.LEGI D'ADVOCATS,activitat_econòmica,Activitats d'organitzacions professionals,41.5485,2.10715,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 17 Bxs",Activitats d'organitzacions professionals
,pl. del Doctor Robert,2,COLONIAL,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.54,2.1091,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Doctor Robert, 2 Bxs 1a",Comerç al detall de peces de vestir en establiments especialitzats
,c. del Doctor Puig,44,COMED,activitat_econòmica,"Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia",41.5412,2.10535,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Doctor Puig, 44 Bxs 1a","Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats"
,c. de Sallarès i Pla,91,COMERCIAL CAMILO PRODUCTES PER FORNS I PASTISSERIE,activitat_econòmica,"Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac",41.5497,2.10543,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sallarès i Pla, 91 Bxs","Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac"
,c. de Moratín,108,COMERCIAL DEL MARMOL,activitat_econòmica,Fabricació d'altres productes metàl·lics ncaa,41.548,2.10732,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Moratín, 108 Bxs",Fabricació d'altres productes metàl·lics ncaa
,camí de Ca la Daniela,7,COMHIL SL,activitat_econòmica,Comerç a l'engròs de tèxtils,41.5484,2.11161,,,,sabadellempresa.cat,,,"camí de Ca la Daniela, 7 Bxs",Comerç a l'engròs de tèxtils
,c. del Pare Sallarès,91,COMINTERCO,activitat_econòmica,Agències de publicitat,41.5474,2.10978,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Pare Sallarès, 91 Bxs",Agències de publicitat
,c. de les Valls,41,COMPREM OR,activitat_econòmica,Comerç a l'engròs de rellotges i joieria,41.548,2.10736,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 41 Bxs",Comerç a l'engròs de rellotges i joieria
,c. de Sant Cugat,100,CONCOR,activitat_econòmica,Altres activitats recreatives i d'entreteniment ncaa,41.5496,2.11407,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Cugat, 100 Bxs",Altres activitats recreatives i d'entreteniment ncaa
,c. de les Valls,26,CONDIS,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5403,2.11143,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Valls, 26 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de Balmes,31,CONDIS,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5502,2.10409,,,,sabadellempresa.cat,COVADONGA,1,"c. de Balmes, 31 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de Gràcia,181,CONDIS,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5457,2.10813,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 181 Bxs 1a","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de la República,11,CONDIS EXPRESS,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5457,2.10813,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 11 Bxs 1a","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,ptge. de Clavé,2,CONFORMADOS METALICOS SL,activitat_econòmica,Fabricació d'altres productes metàl·lics ncaa,41.5503,2.10404,,,,sabadellempresa.cat,EL CENTRE,1,"ptge. de Clavé, 2 Bxs",Fabricació d'altres productes metàl·lics ncaa
,ptge. de Teodor Llorente,6,CONSMEPA SL,activitat_econòmica,Fabricació de maquinària per a les indústries metal·lúrgiques,41.5503,2.09983,,,,sabadellempresa.cat,HOSTAFRANCS,1,"ptge. de Teodor Llorente, 6 Bxs",Fabricació de maquinària per a les indústries metal·lúrgiques
,c. de Sant Llorenç,76,CONSTRUCCIO,activitat_econòmica,Construcció d'edificis residencials,41.5451,2.10909,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 76 Bxs 2a",Construcció d'edificis residencials
,ptge. del Vallès,18,CONSTRUCCIONES CIVILES MEDIOAMBIENTALES SL,activitat_econòmica,Demolició d'immobles,41.5473,2.10851,,,,sabadellempresa.cat,EL CENTRE,1,"ptge. del Vallès, 18B Bxs 3a",Demolició d'immobles
,c. de Riego,19,CONSTRUCTORA GARRIDO MARTINEZ S L,activitat_econòmica,Construcció d'edificis residencials,41.5455,2.10826,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Riego, 19 Bxs",Construcció d'edificis residencials
,c. de Marià Fortuny,25,CONSULTING SAURA SL,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.547,2.10836,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Marià Fortuny, 25 Ent 1a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,pl. del Mercat,1,CONSUM MERCAT CENTRAL,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5461,2.10348,,,,sabadellempresa.cat,EL CENTRE,1,"pl. del Mercat, 1 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de la República,8,COPISTERIA FUSTE,activitat_econòmica,Altres activitats d'impressió i arts gràfiques,41.5447,2.11828,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la República, 8 Bxs",Altres activitats d'impressió i arts gràfiques
,Rambla,105,CORINTO,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5475,2.10621,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 105 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,c. del Marquès de Comillas,139,CORSAIR,activitat_econòmica,Perruqueria i altres tractaments de bellesa,41.551,2.11354,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Marquès de Comillas, 139B Bxs 6a",Perruqueria i altres tractaments de bellesa
,c. de Sant Oleguer,76,COTOTEX S L,activitat_econòmica,Comerç a l'engròs de tèxtils,41.5473,2.10967,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Oleguer, 76 Bxs",Comerç a l'engròs de tèxtils
,c. de Sant Antoni,16,COTS,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.5497,2.10536,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 16 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,pl. de Sant Roc,23,COTTET,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5482,2.10718,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 23 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,pl. de Sant Roc,23,COTTET CENTRE AUDITIU,activitat_econòmica,Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats,41.5461,2.10566,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Roc, 23 Bxs",Comerç al detall d'articles mèdics i ortopèdics en establiments especialitzats
,c. de Balmes,33,COTXES BRILLANTS,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5442,2.11093,,,,sabadellempresa.cat,COVADONGA,1,"c. de Balmes, 33 Bxs",Manteniment i reparació de vehicles de motor
,c. de les Tres Creus,236,CPE (CENTRE DE PROMOCIÓ EMPRESARIAL),activitat_econòmica,Altres activitats de suport a les empreses ncaa,41.5464,2.10922,,,,sabadellempresa.cat,COVADONGA,1,"c. de les Tres Creus, 236 Bxs",Altres activitats de suport a les empreses ncaa
,c. del Sol,62,CREC COWORKING,activitat_econòmica,Serveis administratius combinats,41.5496,2.1091,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 62 Bxs",Serveis administratius combinats
,c. de Joaquín Costa,81,CREMALON SL,activitat_econòmica,"Fabricació d'envasos i embalatges lleugers, en metall",41.543,2.1138,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Joaquín Costa, 81 Bxs","Fabricació d'envasos i embalatges lleugers, en metall"
,c. de la Indústria,47,CRESINCA,activitat_econòmica,Promoció immobiliària,41.5422,2.12024,,,,sabadellempresa.cat,EL CENTRE,1,"c. de la Indústria, 47 Bxs",Promoció immobiliària
,pg. de Manresa,19,CRIT INTERIM ETT,activitat_econòmica,Activitats de les empreses de treball temporal,41.5467,2.09518,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 19 4t 3a",Activitats de les empreses de treball temporal
,c. de Sant Oleguer,46,"CROSS FUNCIONAL, 30",activitat_econòmica,Altres activitats relacionades amb l'esport,41.5541,2.11644,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Oleguer, 46 Bxs",Altres activitats relacionades amb l'esport
,rda. de Ponent,45,"CROSS FUNCIONAL, 30",activitat_econòmica,Altres activitats relacionades amb l'esport,41.5479,2.1029,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 45 Bxs 3a",Altres activitats relacionades amb l'esport
,ctra. de Terrassa,184,CUINES CHOCLAN,activitat_econòmica,Fabricació de mobles de cuina,41.5482,2.10716,,,,sabadellempresa.cat,HOSTAFRANCS,1,"ctra. de Terrassa, 184 Bxs",Fabricació de mobles de cuina
,rda. de Ponent,66,CUIRS,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.544,2.10341,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Ponent, 66 Bxs","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,rda. de Ponent,135,CUPRA,activitat_econòmica,Venda d'automòbils i vehicles de motor lleuger,41.5485,2.10721,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 135 Bxs",Venda d'automòbils i vehicles de motor lleuger
,pl. de Sant Jaume,3,CURSOR S L,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5506,2.10441,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Jaume, 3 1r 1a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Calderón,160,CURVES SABADELL FITNESS,activitat_econòmica,Activitats dels gimnasos,41.547,2.11625,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 160 Bxs 2a",Activitats dels gimnasos
,c. de Sant Llorenç,10,CVS INFORMATICA,activitat_econòmica,"Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en esta",41.5458,2.1104,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 10 Bxs 3a","Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en establiments especialitzats"
,c. de Gràcia,146,DA MARIO,activitat_econòmica,"Fabricació de pastes alimentàries, cuscús i productes similars",41.5445,2.10228,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Gràcia, 146 Bxs","Fabricació de pastes alimentàries, cuscús i productes similars"
,pl. de Sant Jaume,3,DALMASES ASSESSORS,activitat_econòmica,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",41.5478,2.09723,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Sant Jaume, 3 1r 1a","Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal"
,pg. de Manresa,3,DARIL,activitat_econòmica,Activitats de medicina especialitzada,41.547,2.11193,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 3 1r 1a",Activitats de medicina especialitzada
,c. de Margenat,2,DE BUENA TINTA SABADELL,activitat_econòmica,"Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en esta",41.5436,2.11186,,,,sabadellempresa.cat,HOSTAFRANCS,1,"c. de Margenat, 2 Bxs","Comerç al detall d'ordinadors, equips perifèrics i programes informàtics en establiments especialitzats"
,c. de Sant Antoni,26,DE LA TERRA A L'OLLA,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5489,2.10869,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Antoni, 26 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. de Lacy,109,DE LEGE ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5473,2.1055,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Lacy, 109 B Bxs 1a",Activitats jurídiques
,Rambla,91,DECATHLON CITY,activitat_econòmica,Comerç al detall d'articles d'esport en establiments especialitzats,41.5456,2.1102,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 91 Bxs",Comerç al detall d'articles d'esport en establiments especialitzats
,c. de Torras i Bages,21,DELICIES SENSE GLUTEN,activitat_econòmica,"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en est",41.5435,2.11069,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Torras i Bages, 21 Bxs","Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats"
,c. del Marquès de Comillas,29,DESTACA TINTORERIES,activitat_econòmica,Rentatge i neteja de peces tèxtils i de pell,41.5455,2.11606,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Marquès de Comillas, 29 Bxs",Rentatge i neteja de peces tèxtils i de pell
,pg. de Manresa,13,DEU DISSENY,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5416,2.11249,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 13 3r 4a",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Duran i Sors,8,DIA MARKET,activitat_econòmica,"Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac",41.5483,2.1078,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Duran i Sors, 8 Bxs","Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac"
,c. de les Tres Creus,9,DIANA MODA I COMPLEMENTS,activitat_econòmica,Comerç al detall de peces de vestir en establiments especialitzats,41.546,2.10851,,,,sabadellempresa.cat,EL CENTRE,1,"c. de les Tres Creus, 9 Bxs",Comerç al detall de peces de vestir en establiments especialitzats
,rda. de Ponent,33,DIBOXES,activitat_econòmica,"Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessori",41.546,2.10851,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 33 Bxs 1a","Venda, manteniment i reparació de motocicletes, i dels seus recanvis i accessoris"
,c. de Riego,3,DICOMA JARDINS SCP,activitat_econòmica,Comerç a l'engròs de flors i plantes,41.5429,2.11782,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Riego, 3 Bxs",Comerç a l'engròs de flors i plantes
,c. de Bosch i Cardellach,84,DIGITAL FACTORY,activitat_econòmica,Fabricació d'instruments i subministraments mèdics i odontològics,41.5474,2.09478,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Bosch i Cardellach, 84 Bxs",Fabricació d'instruments i subministraments mèdics i odontològics
,Rambla,33,DIMA SABATERS,activitat_econòmica,Comerç al detall de calçat i articles de cuir en establiments especialitzats,41.5461,2.11726,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 33 Bxs",Comerç al detall de calçat i articles de cuir en establiments especialitzats
,c. de Santiga,19,DISBLANC SABADELL SL,activitat_econòmica,Dipòsit i emmagatzematge,41.5444,2.10919,,,,sabadellempresa.cat,COVADONGA,1,"c. de Santiga, 19 Bxs",Dipòsit i emmagatzematge
,c. de Sant Llorenç,76,DISSENY,activitat_econòmica,Activitats de disseny especialitzat,41.5475,2.09606,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Llorenç, 76 Bxs 2a",Activitats de disseny especialitzat
,c. de les Tres Creus,236,DIVERS,activitat_econòmica,Serveis tècnics d'arquitectura,41.5477,2.11342,,,,sabadellempresa.cat,COVADONGA,1,"c. de les Tres Creus, 236 Bxs",Serveis tècnics d'arquitectura
,pg. de Manresa,20,DOCTORA MARTA LARROSA PADRO REUMATOLOGA,activitat_econòmica,Activitats de medicina especialitzada,41.5486,2.10819,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 20 1r 2a",Activitats de medicina especialitzada
,Rambla,24,DORMITY,activitat_econòmica,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús dom",41.5424,2.11212,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 24 Bxs","Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats"
,rda. de Zamenhof,119,DOS ROMBOS TATOO,activitat_econòmica,Altres activitats de serveis personals ncaa,41.5459,2.09937,,,,sabadellempresa.cat,EL CENTRE,1,"rda. de Zamenhof, 119 Bxs C",Altres activitats de serveis personals ncaa
,pl. de Catalunya,17,DR ULLOT FONT TRAUMATOLOGIA,activitat_econòmica,Activitats de medicina especialitzada,41.5456,2.09625,,,,sabadellempresa.cat,HOSTAFRANCS,1,"pl. de Catalunya, 17 1r 2a",Activitats de medicina especialitzada
,c. del Sol,4,DR. HERRERO VILA,activitat_econòmica,Activitats de medicina especialitzada,41.5409,2.10575,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 4 1r",Activitats de medicina especialitzada
,pl. de l' Àngel,10,DR. SERRA AMENGUAL CIRUGIA MÁXILOFACIAL,activitat_econòmica,Activitats odontològiques,41.5464,2.09957,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de l' Àngel, 10 2n 2a",Activitats odontològiques
,c. del Sol,62,DRIBO,activitat_econòmica,Activitats de les escoles de conducció i pilotatge,41.5481,2.09869,,,,sabadellempresa.cat,EL CENTRE,1,"c. del Sol, 62 Bxs",Activitats de les escoles de conducció i pilotatge
,c. de l' Escola Pia,71,DRISS ESCOLA DE DANSA,activitat_econòmica,Educació relacionada amb la cultura,41.5481,2.09869,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Escola Pia, 71 Bxs",Educació relacionada amb la cultura
,Rambla,207,DRUNI,activitat_econòmica,Comerç al detall de productes cosmètics i higiènics en establiments especialitza,41.5466,2.10483,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 207 Bxs 1a",Comerç al detall de productes cosmètics i higiènics en establiments especialitzats
,pl. de Ricard Simó Bach,8,DS- DIARI DE SABADELL,activitat_econòmica,Edició de periòdics,41.5468,2.10132,,,,sabadellempresa.cat,EL CENTRE,1,"pl. de Ricard Simó Bach, 8 Bxs 1a",Edició de periòdics
,c. de l' Estació,28,E BERNUZ CASALS ADVOCAT,activitat_econòmica,Activitats jurídiques,41.5481,2.11159,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Estació, 28B Bxs 1a",Activitats jurídiques
,pg. de Manresa,19,E L ADVOCATS,activitat_econòmica,Activitats jurídiques,41.5505,2.10467,,,,sabadellempresa.cat,EL CENTRE,1,"pg. de Manresa, 19 3r 2a",Activitats jurídiques
,c. de Sant Quirze,55,E SUSIN GABINET JURIDIC INTERNACIOMAL,activitat_econòmica,Activitats jurídiques,41.5466,2.10483,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Quirze, 55 2n",Activitats jurídiques
,c. de Sant Josep,20,ECO PLARK TALLERS,activitat_econòmica,Manteniment i reparació de vehicles de motor,41.5483,2.10837,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Sant Josep, 20 Bxs",Manteniment i reparació de vehicles de motor
,c. de la Fàbrica dels Nois Buxó,31,ECO REPAL VALLES SL,activitat_econòmica,"Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris",41.5483,2.10837,,,,sabadellempresa.cat,COVADONGA,1,"c. de la Fàbrica dels Nois Buxó, 31 Bxs","Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris"
,rda. de Ponent,47,ECOENERGIC,activitat_econòmica,Venda d'automòbils i vehicles de motor lleuger,41.5483,2.10837,,,,sabadellempresa.cat,HOSTAFRANCS,1,"rda. de Ponent, 47 Bxs",Venda d'automòbils i vehicles de motor lleuger
,c. de l' Advocat Cirera,25,EEV,activitat_econòmica,Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessoramen,41.5462,2.09926,,,,sabadellempresa.cat,EL CENTRE,1,"c. de l' Advocat Cirera, 25 1r",Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic
,c. de Calderón,194,EFAARQUITECTES,activitat_econòmica,Serveis tècnics d'arquitectura,41.5481,2.10745,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Calderón, 194 2n",Serveis tècnics d'arquitectura
,c. de Jovellanos,6,EL CAFE,activitat_econòmica,Establiments de begudes,41.5448,2.11421,,,,sabadellempresa.cat,EL CENTRE,1,"c. de Jovellanos, 6 Bxs E",Establiments de begudes
,Rambla,80,EL FORNET,activitat_econòmica,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establi",41.5448,2.11421,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 80 Bxs","Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats"
,via de Massagué,30,EL JARDI DIETETIC,activitat_econòmica,Comerç al detall d'altres tipus de productes alimentaris en establiments especia,41.5438,2.11056,,,,sabadellempresa.cat,EL CENTRE,1,"via de Massagué, 30 Bxs",Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats
,Rambla,42,EL MERCADER DE SABADELL,activitat_econòmica,Establiments de begudes,41.5459,2.10482,,,,sabadellempresa.cat,EL CENTRE,1,"Rambla, 42 Bxs",Establiments de begudes
,c. d' Àngel Guimerà,4,EL MERKAT BRAND AND COMUNICACIO SL,activitat_econòmica,Agències de publicitat,41.5456,2.09946,,,,sabadellempresa.cat,EL CENTRE,1,"c. d' Àngel Guimerà, 4 Bxs",Agències de publicitat
